FirstName,LastName,Height,Weight,Age,Position,College,Experience,Team,InsideScoring,Jumpshot,3P,Handling,Passing,Quickness,PostD,PerimeterD,DriveD,Stealing,Blocking,Oreb,Dreb,Jumping,Strength,Potential,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7
Ira,Newble,79,220,31,SF,Miami (Ohio),5,Cavaliers,37,61,11,55,12,51,43,25,46,48,42,33,36,60,56,54,2950200,3196050,3441900,0,0,0,0
Stephen,Graham,78,215,24,SG,Oklahoma State,0,Cavaliers,36,85,10,47,12,64,34,39,48,55,19,17,32,67,49,69,194950,0,0,0,0,0,0
Martynas,Andriuskevicius,86,240,20,C,Lithuania,0,Cavaliers,40,45,5,49,5,31,63,46,54,46,51,39,42,38,68,99,398762,0,0,0,0,0,0
Richard,Hamilton,79,193,28,SG,Connecticut,6,Pistons,68,76,73,53,48,78,28,38,36,42,11,24,25,68,42,58,8125000,8937500,9750000,10562500,11375000,0,0
Chauncey,Billups,75,202,30,PG,Colorado,8,Pistons,46,81,91,83,87,90,27,47,40,49,5,11,29,73,41,51,5909800,6364400,6819000,0,0,0,0
Rasheed,Wallace,83,230,32,PF,North Carolina,10,Pistons,64,66,75,71,41,48,67,38,65,54,67,24,61,52,72,52,10260000,11400000,12540000,13680000,0,0,0
Tayshaun,Prince,81,215,26,SF,Kentucky,3,Pistons,57,68,66,70,40,59,46,44,40,46,27,29,34,60,53,74,1763115,0,0,0,0,0,0
Antonio,McDyess,81,245,32,PF,Alabama,9,Pistons,66,48,5,57,28,45,56,24,52,52,53,63,60,51,74,51,5393300,5883600,6373900,0,0,0,0
Ben,Wallace,81,240,32,C,Virginia Union,9,Pistons,53,34,5,69,36,33,87,72,75,75,75,76,80,49,88,50,7350000,0,0,0,0,0,0
Maurice,Evans,77,220,28,SG,Texas,2,Pistons,37,72,59,63,26,65,34,46,54,61,24,43,32,66,49,71,1500000,1500000,1500000,0,0,0,0
Carlos,Delfino,78,230,24,SG,Argentina,1,Pistons,40,59,47,55,25,64,42,39,52,57,30,27,42,73,55,89,969600,1037280,1868141,2744299,0,0,0
Tony,Delk,74,189,32,PG,Kentucky,9,Pistons,42,66,61,65,25,82,30,60,49,60,8,21,34,52,42,52,391000,0,0,0,0,0,0
Lindsey,Hunter,74,195,36,PG,Jackson State,12,Pistons,49,45,33,75,37,73,25,56,56,69,8,18,31,48,41,50,1760000,0,0,0,0,0,0
Jason,Maxiell,79,260,23,PF,Cincinnati,0,Pistons,55,25,5,45,7,43,54,27,52,49,52,45,44,63,68,92,905640,973440,1041360,1877572,2771296,0,0
Dale,Davis,83,252,37,C,Clemson,14,Pistons,46,45,5,64,9,36,60,10,61,36,68,58,54,46,77,51,3500000,3500000,0,0,0,0,0
Amir,Johnson,81,210,19,SF,Westchester HS (Los Angeles CA),0,FA,47,45,37,43,15,60,37,22,40,40,27,23,24,56,47,99,0,0,0,0,0,0,0
Kelvin,Cato,83,275,32,C,Iowa State,8,Pistons,48,66,5,46,8,38,56,20,60,43,64,52,57,48,82,50,8640000,0,0,0,0,0,0
Alex,Acker,77,185,23,PG,Pepperdine,0,FA,49,45,11,47,21,71,24,47,42,47,6,9,19,45,34,99,0,0,0,0,0,0,0
Stephen,Jackson,80,218,28,SG,Oak Hill (VA),5,Pacers,60,71,71,45,44,67,45,60,55,61,30,13,37,76,52,65,5610000,6120000,6630000,7140000,7650000,0,0
Jermaine,O'Neal,83,260,28,PF,Eau Claire HS (SC),9,Pacers,89,63,5,38,35,51,73,18,67,41,73,44,73,77,84,61,16425000,18067500,19710000,21352500,22995000,0,0
Peja,Stojakovic,82,229,29,SF,Serbia & Montenegro,7,Pacers,63,84,84,62,35,64,46,36,31,41,8,24,53,60,64,60,7600000,8225000,0,0,0,0,0
Anthony,Johnson,75,200,32,PG,Charleston (SC),8,Pacers,43,67,63,71,57,76,33,57,51,58,20,13,29,58,41,50,2420000,2640000,2860000,0,0,0,0
Fred,Jones,74,220,27,SG,Oregon,3,Pacers,40,68,67,54,37,66,35,45,49,56,21,10,34,69,50,52,2328842,3239420,0,0,0,0,0
Danny,Granger,81,228,23,SF,New Mexico,0,Pacers,43,70,48,56,28,56,53,36,57,58,55,54,56,67,66,77,1318920,1417800,1516800,2329804,3289684,0,0
Sarunas,Jasikevicius,76,197,30,PG,Maryland,0,Pacers,36,83,74,57,52,75,30,50,44,53,6,11,34,54,44,56,4000000,4000000,4000000,0,0,0,0
Austin,Croshere,82,235,31,SF,Providence,8,Pacers,39,80,77,58,26,56,50,29,41,48,21,40,64,60,73,49,8910000,9560000,0,0,0,0,0
Jamaal,Tinsley,75,185,28,PG,Iowa State,4,Pacers,64,56,39,49,55,77,28,58,56,67,11,22,33,55,42,66,5400000,5850000,6300000,6750000,7200000,7500000,0
David,Harrison,84,280,24,C,Colorado,1,Pacers,57,43,5,37,12,40,54,20,67,47,72,61,62,63,86,73,690960,739080,1334039,2001059,0,0,0
Jeff,Foster,83,250,29,C,Southwest Texas State,6,Pacers,55,52,5,55,21,36,64,20,49,50,49,95,79,46,89,56,4750000,5225000,5700000,6175000,0,0,0
Scot,Pollard,83,265,31,C,Kansas,8,Pacers,49,68,5,57,16,37,60,44,61,63,62,67,68,42,86,49,6274937,0,0,0,0,0,0
Eddie,Gill,72,190,28,PG,Weber State,4,Pacers,37,70,22,57,20,78,28,68,62,75,12,9,29,60,40,65,870546,0,0,0,0,0,0
Jonathan,Bender,84,230,25,PF,Picayune HS (MS),5,FA,58,45,5,66,16,44,53,21,45,36,40,27,37,48,59,80,0,0,0,0,0,0,0
Samaki,Walker,81,250,30,PF,Louisville,9,FA,42,45,5,37,5,38,47,18,45,36,40,27,33,47,61,50,0,0,0,0,0,0,0
Michael,Redd,78,215,27,SG,Ohio State,5,Bucks,69,80,83,55,43,81,32,56,45,55,5,20,34,81,50,62,12000000,13260000,14520000,15780000,17040000,18300000,0
Bobby,Simmons,78,228,26,SF,DePaul,4,Bucks,50,74,86,58,41,60,33,39,46,59,17,29,39,57,57,67,8000000,8640000,9280000,9920000,10560000,0,0
T.J.,Ford,72,165,23,PG,Texas,1,Bucks,50,67,54,52,74,80,26,59,54,66,5,20,40,55,43,72,2303040,2929466,3948921,0,0,0,0
Andrew,Bogut,84,245,22,PF,Utah,0,Bucks,63,55,5,57,45,41,59,19,52,45,53,59,61,53,75,87,4340520,4665960,4991520,6294306,8182598,0,0
Jamaal,Magloire,83,259,28,C,Kentucky,5,Bucks,59,45,5,39,21,38,71,5,52,34,56,65,84,52,93,65,8300000,8300000,0,0,0,0,0
Maurice,Williams,73,185,24,PG,Alabama,2,Bucks,44,77,78,61,54,87,24,48,50,60,10,16,30,54,40,90,1760000,1920000,0,0,0,0,0
Charlie,Bell,75,200,27,PG,Michigan State,1,Bucks,39,63,85,86,37,78,26,57,56,69,9,14,31,53,42,77,641748,744551,0,0,0,0,0
Dan,Gadzuric,83,240,28,C,UCLA,3,Bucks,59,38,5,53,15,44,51,26,66,51,70,71,61,49,78,66,4750000,5248750,5747500,6246250,6745000,7243750,0
Joe,Smith,82,225,31,PF,Maryland,10,Bucks,66,69,5,52,17,47,54,25,47,52,45,62,61,58,72,48,6353200,6807000,0,0,0,0,0
Toni,Kukoc,83,235,38,SF,Croatia,12,Bucks,37,63,58,57,43,53,50,43,51,58,33,25,48,58,64,49,2000000,0,0,0,0,0,0
Jiri,Welsch,79,208,26,SF,Czech Republic,3,Bucks,39,67,32,58,27,57,39,52,49,62,18,26,43,61,57,82,2177114,0,0,0,0,0,0
Jermaine,Jackson,77,204,30,PG,Detroit,4,Bucks,39,78,5,64,22,66,31,51,45,54,10,16,27,53,40,47,771123,0,0,0,0,0,0
Ervin,Johnson,83,245,39,C,New Orleans,12,Bucks,47,45,5,48,8,37,52,17,57,41,62,49,58,43,77,51,1138500,0,0,0,0,0,0
Reece,Gaines,78,205,25,PG,Louisville,2,FA,59,45,5,81,16,67,27,54,44,54,7,9,18,52,35,87,0,0,0,0,0,0,0
Mike,James,74,188,31,PG,Duquesne,4,Raptors,53,76,91,60,67,94,25,45,40,50,5,12,30,57,40,51,3410000,3720000,0,0,0,0,0
Chris,Bosh,82,230,22,PF,Georgia Tech,2,Raptors,92,74,5,52,41,54,64,27,51,42,53,54,60,74,72,88,3348000,4235220,5586255,0,0,0,0
Morris,Peterson,79,220,29,SG,Michigan State,5,Raptors,58,74,83,63,39,66,39,55,48,58,10,17,41,65,54,50,4550000,4550000,0,0,0,0,0
Charlie,Villanueva,83,240,22,SF,Connecticut,0,Raptors,52,63,65,57,28,60,55,26,51,50,51,61,59,62,70,73,2360880,2537880,2715000,3448050,4623835,0,0
Matt,Bonner,82,240,26,C,Florida,1,Raptors,52,75,86,70,21,41,50,23,51,52,50,42,47,38,71,62,2000000,2000000,0,0,0,0,0
Joey,Graham,79,225,24,SF,Oklahoma State,0,Raptors,41,73,50,47,23,57,36,32,41,51,20,30,48,59,62,89,1388400,1492440,1596600,2449184,3441104,0,0
Jose,Calderon,75,210,25,PG,Spain,0,Raptors,40,77,17,67,56,68,30,55,47,56,8,16,30,51,43,73,2190000,2300000,0,0,0,0,0
Pape,Sow,82,250,25,C,Cal State-Fullerton,1,Raptors,47,64,5,46,11,38,50,32,62,55,64,66,61,47,79,73,641748,0,0,0,0,0,0
Rafael,Araujo,83,290,26,C,Brigham Young,1,Raptors,45,46,5,41,14,35,52,34,56,58,55,57,63,41,88,57,2238960,2395200,3046694,4106944,0,0,0
Darrick,Martin,71,170,35,PG,UCLA,10,Raptors,38,67,45,86,36,79,19,56,55,67,6,9,22,51,35,51,1138500,0,0,0,0,0,0
Eric,Williams,80,220,34,SF,Providence,10,Raptors,39,66,22,55,15,55,38,26,42,51,22,27,43,62,59,48,3938000,4296000,0,0,0,0,0
Andre,Barrett,70,173,24,PG,Seton Hall,1,Raptors,46,67,11,82,38,79,22,64,49,60,6,19,25,49,36,87,149741,0,0,0,0,0,0
Loren,Woods,86,260,28,C,Arizona,4,Raptors,50,35,5,47,8,35,62,25,68,48,73,77,66,44,84,64,780000,0,0,0,0,0,0
Antonio,Davis,81,245,38,PF,Texas-El Paso,12,FA,53,56,5,46,13,41,49,22,43,51,41,63,52,53,70,50,0,0,0,0,0,0,0
Alvin,Williams,77,195,32,PG,Villanova,7,Raptors,46,45,5,53,8,64,30,48,40,43,6,8,27,49,39,50,6300000,6800000,6850000,0,0,0,0
Dirk,Nowitzki,84,245,28,PF,Germany,7,Mavericks,93,82,83,57,43,56,79,38,50,43,51,27,73,73,82,58,13843157,15101626,16360095,0,0,0,0
Jason,Terry,74,180,29,PG,Arizona,6,Mavericks,51,72,86,74,52,91,25,61,52,61,19,9,18,58,33,59,7500000,0,0,0,0,0,0
Josh,Howard,79,210,26,SF,Wake Forest,2,Mavericks,56,65,64,60,31,65,46,47,51,60,28,48,51,69,62,74,873880,1577353,2366030,0,0,0,0
Jerry,Stackhouse,78,218,32,SG,North Carolina,10,Mavericks,47,80,53,45,41,69,36,48,44,52,14,17,33,75,49,50,7500000,8000000,0,0,0,0,0
Marquis,Daniels,78,200,25,SG,Auburn,2,Mavericks,53,67,10,57,40,65,32,54,53,63,16,33,33,69,48,86,5390000,5880000,6370000,6860000,7350000,0,0
Devin,Harris,75,185,23,PG,Wisconsin,1,Mavericks,69,64,11,61,45,83,28,55,56,66,19,16,31,78,41,87,2947440,3153120,3995003,5297374,0,0,0
Keith,Van Horn,82,245,31,SF,Utah,8,Mavericks,42,75,74,43,19,59,43,33,47,55,26,38,50,63,66,48,15694250,0,0,0,0,0,0
Erick,Dampier,83,265,31,C,Mississippi State,9,Mavericks,52,51,5,45,19,36,62,17,65,39,72,95,69,50,87,50,7662500,8625000,8587500,9550000,10112500,13075000,0
Adrian,Griffin,77,230,32,SF,Seton Hall,6,Mavericks,43,69,5,70,31,50,41,50,51,64,22,44,48,55,63,51,900498,0,0,0,0,0,0
DeSagana,Diop,84,280,24,C,Oak Hill Academy HS (VA),4,Mavericks,45,46,8,59,14,27,56,27,80,53,87,69,58,43,84,72,2000000,2160000,2320000,0,0,0,0
Darrell,Armstrong,73,180,38,PG,Fayetteville State,11,Mavericks,37,71,24,48,40,72,27,54,55,67,10,20,37,53,43,50,1138500,0,0,0,0,0,0
Josh,Powell,81,225,23,PF,North Carolina State,0,Mavericks,50,72,5,48,10,42,48,21,40,45,39,48,50,54,67,71,641748,744551,0,0,0,0,0
Didier,Ilunga-Mbenga,84,245,26,C,Congo,1,Mavericks,52,42,5,44,5,38,57,23,69,45,75,52,52,47,73,70,880000,0,0,0,0,0,0
Rawle,Marshall,79,190,24,SF,Oakland University (MI),0,FA,42,68,5,50,11,58,47,52,50,55,38,28,39,63,52,75,0,0,0,0,0,0,0
Doug,Christie,78,205,36,SG,Pepperdine,13,FA,48,59,5,68,16,60,33,64,52,61,15,15,27,64,45,51,0,0,0,0,0,0,0
Pavel,Podkolzin,89,260,21,C,Russia,1,FA,41,45,5,36,5,33,67,27,55,34,56,33,47,45,73,77,0,0,0,0,0,0,0
Carmelo,Anthony,80,230,22,SF,Syracuse,2,Nuggets,90,73,44,42,43,75,41,41,47,55,29,33,38,83,57,73,3713640,4694040,6158581,0,0,0,0
Andre,Miller,74,205,30,PG,Utah,6,Nuggets,70,66,12,55,85,79,34,60,51,61,12,25,36,67,45,53,8100000,0,0,0,0,0,0
Earl,Boykins,65,133,30,PG,Eastern Michigan,7,Nuggets,46,79,69,73,53,100,16,62,47,58,6,12,19,57,28,54,2740000,2860000,2980000,0,0,0,0
Kenyon,Martin,81,240,29,PF,Cincinnati,5,Nuggets,73,63,11,56,28,49,59,27,56,53,56,46,62,58,75,60,10636364,11818182,13000000,14181818,15363636,16545454,0
Marcus,Camby,83,230,32,C,Massachusetts,9,Nuggets,66,63,5,56,32,43,90,46,83,64,87,54,99,48,91,51,7650000,7800000,8000000,8000000,7650000,0,0
Greg,Buckner,76,205,30,SG,Clemson,6,Nuggets,35,70,72,72,35,61,35,58,62,72,22,15,40,61,51,46,1670000,1845350,0,0,0,0,0
DerMarr,Johnson,81,210,26,SG,Cincinnati,4,Nuggets,37,73,70,54,25,64,42,43,53,56,38,18,34,70,49,72,835810,0,0,0,0,0,0
Francisco,Elson,84,235,30,C,California,2,Nuggets,52,58,5,54,20,36,53,37,57,57,57,50,58,39,75,58,719373,0,0,0,0,0,0
Eduardo,Najera,80,220,30,PF,Oklahoma,5,Nuggets,51,70,8,57,20,42,53,37,52,59,51,61,53,53,66,48,4190477,4571430,4952382,0,0,0,0
Ruben,Patterson,77,223,31,SF,Cincinnati,7,Nuggets,68,52,5,37,34,65,36,53,54,66,25,49,32,80,53,51,6744980,7828050,0,0,0,0,0
Linas,Kleiza,80,245,21,SF,Missouri,0,Nuggets,41,62,7,58,16,59,46,30,49,50,42,40,46,71,64,94,879360,945360,1011360,1824493,2705723,0,0
Reggie,Evans,80,245,26,PF,Iowa,3,Nuggets,57,45,5,44,17,42,59,27,37,53,33,79,79,61,85,57,1100000,0,0,0,0,0,0
Howard,Eisley,74,185,34,PG,Boston College,11,Nuggets,38,75,40,79,37,74,28,55,48,57,10,10,29,52,40,50,404800,0,0,0,0,0,0
Julius,Hodge,79,210,23,SG,North Carolina State,0,Nuggets,50,45,5,35,25,64,27,48,45,49,10,19,19,62,41,69,1148760,1234800,1320960,2036920,2918906,0,0
Nenê,Hilário,83,268,24,PF,Brazil,3,Nuggets,42,45,5,29,5,34,43,17,37,36,31,27,30,45,62,83,3064916,4110052,0,0,0,0,0
Charles,Smith,76,200,31,SG,New Mexico,4,FA,48,45,54,69,12,67,33,41,49,54,29,15,26,68,44,55,0,0,0,0,0,0,0
Yao,Ming,89,296,26,C,China,3,Rockets,81,77,5,40,25,46,73,11,64,40,69,57,79,64,97,58,5594905,12000000,13260000,14520000,15780000,17040000,0
Tracy,McGrady,80,210,27,SF,Mount Zion Christian Acad. HS (NC),8,Rockets,71,67,64,53,47,72,61,59,54,59,44,24,58,83,65,66,15694250,16901500,19014187,21126874,23239561,0,0
Juwan,Howard,81,230,33,PF,Michigan,11,Rockets,67,73,5,51,31,45,42,23,14,43,6,48,54,47,68,49,5900400,6392100,6883800,7375500,0,0,0
Rafer,Alston,74,170,30,PG,Fresno State,6,Rockets,46,61,67,67,72,76,28,59,56,67,12,12,37,52,42,47,3850000,4200000,4550000,4900000,5250000,0,0
Luther,Head,75,185,24,SG,Illinois,0,Rockets,35,62,100,60,47,62,33,64,52,64,8,11,41,57,50,79,975600,1048800,1122000,1962378,2868996,0,0
David,Wesley,73,203,36,PG,Baylor,12,Rockets,39,73,75,68,46,72,22,33,41,50,5,8,26,52,40,49,5070000,0,0,0,0,0,0
Stromile,Swift,81,230,27,PF,Louisiana State,5,Rockets,68,57,5,40,14,48,51,34,57,53,58,55,54,64,69,59,5000000,5400000,5800000,6200000,0,0,0
Keith,Bogans,77,215,26,SF,Kentucky,2,Rockets,41,60,65,58,34,58,37,49,47,62,14,25,43,60,58,71,869373,0,0,0,0,0,0
Dikembe,Mutombo,86,265,40,C,Georgetown,14,Rockets,48,68,5,49,8,34,65,21,67,44,73,72,74,48,89,51,2000000,2210000,0,0,0,0,0
Chuck,Hayes,78,242,23,PF,Kentucky,0,Rockets,55,56,5,62,15,43,57,49,55,65,53,76,70,54,80,99,248118,0,0,0,0,0,0
Ryan,Bowen,81,220,31,SF,Iowa,6,Rockets,35,71,7,68,18,47,38,37,48,58,26,31,34,54,54,47,900498,998967,0,0,0,0,0
Jon,Barry,77,210,37,SG,Georgia Tech,13,FA,36,75,51,52,22,63,34,60,51,60,12,11,33,65,49,49,0,0,0,0,0,0,0
Rick,Brunson,76,190,34,PG,Temple,8,Rockets,49,50,28,57,24,70,29,57,48,58,9,10,26,51,38,48,366178,0,0,0,0,0,0
Richie,Frahm,77,210,29,SG,Gonzaga,2,Rockets,39,45,62,73,20,65,35,42,41,48,15,13,33,62,49,59,191832,0,0,0,0,0,0
John,Lucas III,71,165,24,PG,Oklahoma State,0,FA,55,45,12,62,21,78,20,66,51,62,7,13,21,47,33,94,0,0,0,0,0,0,0
Maciej,Lampe,83,275,21,PF,Poland,2,Rockets,44,45,5,42,14,38,51,21,37,36,31,35,35,46,66,99,858534,0,0,0,0,0,0
Bob,Sura,77,200,33,SG,N/A,9,Rockets,40,67,71,53,57,64,37,48,49,59,10,30,50,66,57,51,3500000,3800000,3840000,0,0,0,0
Kevin,Garnett,83,220,30,PF,Farragut Academy HS (IL),10,Timberwolves,92,73,17,54,50,54,91,57,59,60,59,53,94,73,86,48,18000000,20000000,22000000,24000000,0,0,0
Trenton,Hassell,77,200,27,SG,Austin Peay,4,Timberwolves,43,66,15,59,44,58,28,28,37,41,23,26,22,66,42,67,4350000,4350000,4350000,4350000,4350000,0,0
Ricky,Davis,79,195,27,SG,Iowa,7,Timberwolves,65,72,62,53,56,71,34,52,45,53,11,16,36,68,49,59,5908500,6363000,6817500,0,0,0,0
Rashad,McCants,76,207,22,SG,North Carolina,0,Timberwolves,40,66,71,46,24,71,32,39,53,58,27,18,34,70,48,99,1538400,1653720,1769160,2620125,3644595,0,0
Marko,Jaric,79,217,28,PG,Serbia & Montenegro,3,Timberwolves,42,61,54,66,61,63,33,62,65,76,20,23,34,57,45,70,5000000,5525000,6050000,6575000,7100000,7625000,0
Marcus,Banks,74,200,25,PG,Nevada-Las Vegas,2,Timberwolves,50,72,52,55,47,79,27,48,52,62,13,13,30,59,42,62,1724280,0,0,0,0,0,0
Mark,Blount,84,250,31,C,Pittsburgh,5,Timberwolves,67,68,5,26,31,44,50,14,54,41,57,31,44,46,71,52,5512500,6125000,6737500,7350000,7962500,0,0
Troy,Hudson,73,170,30,PG,Southern Illinois,8,Timberwolves,39,84,79,72,39,85,23,46,44,49,11,11,23,53,35,49,5253000,5603000,5953000,6303000,6653000,0,0
Eddie,Griffin,82,240,24,C,Seton Hall,3,Timberwolves,50,51,29,59,17,37,76,13,76,36,86,60,73,45,85,67,2500000,2700000,2900000,0,0,0,0
Justin,Reed,80,240,24,SF,Mississippi,1,Timberwolves,44,65,5,50,19,57,35,34,47,52,32,39,36,66,57,93,641748,0,0,0,0,0,0
Anthony,Carter,74,195,31,PG,Hawaii,6,Timberwolves,41,65,13,64,46,73,29,49,56,65,21,13,34,61,43,47,719373,0,0,0,0,0,0
Ronald,Dupree,79,209,25,SF,Louisiana State,2,Timberwolves,50,26,5,53,18,58,33,43,49,62,17,38,37,64,54,79,719373,0,0,0,0,0,0
Mark,Madsen,81,236,30,C,Stanford,5,Timberwolves,44,35,5,51,11,33,50,34,60,54,61,58,56,44,73,0,2000000,2210000,2420000,2630000,2840000,0,0
Bracey,Wright,75,210,22,SG,Indiana,0,Timberwolves,41,80,40,50,11,68,34,46,41,49,12,17,34,66,49,99,398762,0,0,0,0,0,0
Tony,Parker,74,177,24,PG,France,4,Spurs,88,63,29,47,71,96,26,56,45,56,5,11,33,60,41,81,8400000,9450000,10500000,11550000,12600000,13500000,0
Tim,Duncan,83,260,30,PF,Wake Forest,8,Spurs,91,55,6,46,47,51,84,31,69,50,73,60,86,78,91,51,15845156,17429671,19014187,20598703,22183218,0,0
Manu,Ginobili,78,205,29,SG,Argentina,3,Spurs,52,70,78,55,47,75,40,65,66,76,27,19,40,89,52,47,7425000,8250000,9075000,9900000,10725000,0,0
Michael,Finley,79,225,33,SG,Wisconsin,10,Spurs,41,77,80,69,37,63,43,41,35,42,7,12,43,58,56,52,2675000,2889000,3103000,0,0,0,0
Bruce,Bowen,79,200,35,SF,Cal State Fullerton,9,Spurs,37,53,85,71,32,47,42,49,44,54,22,10,42,50,55,51,3375000,3750000,4125000,0,0,0,0
Nazr,Mohammed,82,250,29,C,Kentucky,7,Spurs,56,70,5,43,17,41,56,19,60,41,64,79,67,48,83,53,5500000,0,0,0,0,0,0
Brent,Barry,79,210,35,SG,Oregon State,10,Spurs,37,58,79,67,35,63,47,54,53,58,34,19,39,68,52,49,4691390,5117880,5554370,0,0,0,0
Rasho,Nesterovic,84,255,30,C,Slovenia,7,Spurs,53,52,5,56,17,36,54,17,66,39,73,57,51,37,76,52,6720000,7280000,7840000,8400000,0,0,0
Nick,Van Exel,73,190,35,PG,Cincinnati,12,Spurs,39,60,68,64,37,79,30,47,44,50,9,9,33,50,42,51,1138500,0,0,0,0,0,0
Robert,Horry,82,240,36,SF,Alabama,13,Spurs,37,57,70,66,30,52,57,44,59,61,56,44,55,64,68,51,3000000,3315000,3630000,0,0,0,0
Beno,Udrih,75,200,24,PG,Slovenia,1,Spurs,41,70,55,51,44,83,25,41,47,55,9,21,26,55,40,86,904800,967920,1747095,2603172,0,0,0
Fabricio,Oberto,82,245,31,PF,Argentina,0,Spurs,50,48,5,52,18,40,50,26,50,46,50,55,46,51,67,44,2325000,2500000,2500000,0,0,0,0
Sean,Marks,82,250,31,SF,California,5,Spurs,50,50,5,56,11,56,54,36,51,54,43,32,43,62,62,53,965185,0,0,0,0,0,0
Melvin,Sanders,77,210,25,SG,Oklahoma State,0,FA,56,45,11,45,10,66,33,46,50,60,12,18,35,65,50,89,0,0,0,0,0,0,0
Alex,Scales,76,185,28,SG,Oregon,0,FA,25,40,5,25,25,25,25,25,25,25,25,25,25,25,25,57,0,0,0,0,0,0,0
Mehmet,Okur,83,249,27,PF,Turkey,3,Jazz,72,70,68,53,41,50,65,15,47,36,50,52,67,71,80,67,8250000,8250000,8500000,8500000,9000000,0,0
Andrei,Kirilenko,81,225,25,SF,Russia,4,Jazz,54,62,52,43,53,59,76,64,70,64,85,49,61,96,69,70,10967500,12338437,13709375,15080312,16451250,17822187,0
Matt,Harpring,79,231,30,SF,Georgia Tech,7,Jazz,54,65,34,50,28,63,39,36,45,56,18,59,44,70,61,53,5020000,0,0,0,0,0,0
Deron,Williams,75,210,22,PG,Illinois,0,Jazz,43,62,83,66,66,76,25,30,44,51,15,12,28,53,41,99,3487440,3749040,4010640,5069448,6651117,0,0
Devin,Brown,77,220,28,SG,Texas-San Antonio,3,Jazz,40,67,53,51,32,65,33,37,46,53,17,31,32,72,49,66,2500000,2700000,0,0,0,0,0
Carlos,Boozer,81,258,25,C,Duke,3,Jazz,73,64,5,50,32,47,64,24,51,52,51,56,73,51,87,72,11593816,11593816,11593816,11593817,12657233,0,0
Milt,Palacio,75,210,28,PG,Colorado State,6,Jazz,62,57,5,53,45,74,32,49,52,61,17,12,33,62,44,63,1400000,0,0,0,0,0,0
Jarron,Collins,83,255,28,C,Stanford,4,Jazz,50,64,5,64,30,36,45,23,46,45,46,58,47,50,73,56,1700000,0,0,0,0,0,0
Gordan,Giricek,77,210,29,SG,Croatia,3,Jazz,51,67,52,48,26,68,29,34,44,49,14,16,27,64,46,52,4000000,4000000,4000000,0,0,0,0
Keith,McLeod,74,190,27,PG,Bowling Green State,2,Jazz,41,72,44,62,42,75,23,47,51,60,13,10,25,60,37,64,1300000,1436500,0,0,0,0,0
Kris,Humphries,81,235,21,PF,Minnesota,1,Jazz,49,44,5,53,21,44,55,34,54,58,53,51,51,57,68,86,1592400,1703520,2522913,3509372,0,0,0
Greg,Ostertag,86,280,33,C,Kansas,10,Jazz,48,42,5,54,26,33,60,14,69,36,77,70,65,45,88,50,4400000,0,0,0,0,0,0
C.J.,Miles,78,210,19,SG,Skyline HS (Dallas TX),0,Jazz,42,67,21,62,16,65,37,55,49,57,18,28,29,68,47,99,398762,664209,0,0,0,0,0
Andre,Owens,76,200,26,SG,Houston,0,Jazz,47,59,15,49,11,66,26,42,45,54,12,22,24,64,43,82,398762,0,0,0,0,0,0
Robert,Whaley,82,260,24,C,Walsh,0,Jazz,49,45,5,55,14,37,53,24,61,48,65,52,50,43,75,69,398762,0,0,0,0,0,0
Pau,Gasol,84,240,26,PF,Spain,4,Grizzlies,91,61,6,47,55,51,76,33,63,38,69,44,62,77,75,68,10967500,12338437,13709375,15080312,16451250,17822187,0
Mike,Miller,80,218,26,SG,Florida,6,Grizzlies,48,72,84,52,46,66,52,34,43,48,24,15,60,70,66,70,6750000,7500000,8250000,9000000,9750000,0,0
Eddie,Jones,78,200,35,SG,Temple,11,Grizzlies,42,70,73,67,42,64,37,66,66,77,22,11,41,69,52,49,14560000,15680000,0,0,0,0,0
Shane,Battier,80,220,28,SF,Duke,4,Grizzlies,42,63,75,66,33,52,50,45,59,57,62,46,38,68,57,66,4903000,5393300,5883600,6373900,6864200,7354500,0
Bobby,Jackson,73,185,33,SG,Minnesota,8,Grizzlies,42,65,80,58,42,74,28,49,49,60,5,20,40,62,50,50,3375000,0,0,0,0,0,0
Chucky,Atkins,71,185,32,PG,South Florida,6,Grizzlies,41,71,72,70,45,83,20,39,43,53,5,12,24,54,37,55,900498,0,0,0,0,0,0
Lorenzen,Wright,83,240,31,C,Memphis,9,Grizzlies,55,48,5,55,19,38,55,26,56,54,56,62,57,42,76,48,7700000,0,0,0,0,0,0
Damon,Stoudamire,70,174,33,PG,Arizona,10,Grizzlies,42,77,71,64,42,83,26,53,46,54,7,19,32,52,40,50,3750000,4050000,4350000,4650000,0,0,0
Dahntay,Jones,78,210,26,SF,Duke,2,Grizzlies,43,57,7,50,19,58,38,45,53,62,32,24,39,63,55,75,1223160,1886112,2702799,0,0,0,0
Hakim,Warrick,81,219,24,SF,Syracuse,0,Grizzlies,43,58,5,40,19,59,46,31,50,50,46,42,52,73,63,80,1196520,1286280,1376040,2119101,3021838,0,0
Jake,Tsakalidis,86,290,27,C,Greece,2,Grizzlies,58,58,5,46,12,38,62,20,64,45,69,73,67,50,90,74,2900000,2900000,0,0,0,0,0
Brian,Cardinal,80,245,29,SF,Purdue,5,Grizzlies,39,62,50,52,22,55,36,46,52,68,17,27,43,57,62,0,4950000,5400000,5850000,6300000,6750000,0,0
