FirstName,LastName,Height,Weight,Age,Position,College,Experience,Team,InsideScoring,Jumpshot,3P,Handling,Passing,Quickness,PostD,PerimeterD,DriveD,Stealing,Blocking,Oreb,Dreb,Jumping,Strength,Potential,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7
Shannon,Brown,76,205,22,SG,Michigan State,0,Cavaliers,43,63,25,49,13,66,32,47,50,57,21,17,27,67,45,99,971580,1044120,0,0,0,0,0
Ira,Newble,79,220,32,SF,Miami (Ohio),6,Cavaliers,41,45,45,55,7,58,39,44,48,59,20,39,39,58,57,46,3196050,3441900,0,0,0,0,0
Scot,Pollard,83,265,32,C,Kansas,9,Cavaliers,47,45,5,55,8,37,51,25,56,49,58,62,51,43,77,51,2200000,0,0,0,0,0,0
Dwayne,Jones,83,251,24,PF,Saint Joseph's,1,Cavaliers,42,45,5,35,5,39,52,14,37,36,31,30,37,51,63,94,664209,0,0,0,0,0,0
Richard,Hamilton,79,193,29,SG,Connecticut,7,Pistons,65,78,58,57,50,76,28,31,39,46,11,22,31,75,45,55,8937500,9750000,10562500,11375000,0,0,0
Chauncey,Billups,75,202,31,PG,Colorado,9,Pistons,47,80,71,84,78,86,33,58,49,58,13,7,34,77,44,52,6364400,0,0,0,0,0,0
Tayshaun,Prince,81,215,27,SF,Kentucky,4,Pistons,57,69,77,72,43,59,53,40,39,40,37,38,39,60,56,65,7851240,8675620,9500000,10324380,11148760,0,0
Rasheed,Wallace,83,230,33,PF,North Carolina,11,Pistons,57,71,72,62,35,45,68,37,66,56,69,27,69,51,77,51,12000000,12540000,13680000,0,0,0,0
Antonio,McDyess,81,245,33,PF,Alabama,10,Pistons,66,61,5,56,25,45,58,41,59,59,59,66,69,54,79,49,5883600,0,0,0,0,0,0
Chris,Webber,82,245,34,C,Michigan,13,Pistons,65,56,9,56,40,42,67,36,54,56,53,53,64,45,80,49,707008,0,0,0,0,0,0
Ronald,Murray,75,197,28,PG,Shaw,4,Pistons,49,65,43,63,43,74,29,60,51,60,15,14,26,57,39,66,1750000,0,0,0,0,0,0
Carlos,Delfino,78,230,25,SG,Argentina,2,Pistons,36,71,57,59,30,62,47,57,51,59,15,33,51,64,60,86,1037280,1868141,0,0,0,0,0
Jason,Maxiell,79,260,24,SF,Cincinnati,1,Pistons,50,45,5,44,12,57,50,35,59,58,62,58,44,77,64,83,973440,1041360,0,0,0,0,0
Nazr,Mohammed,82,250,30,C,Kentucky,8,Pistons,57,53,5,44,10,42,54,32,68,55,71,76,66,49,82,50,5215000,5632200,6049400,6466600,6883800,0,0
Lindsey,Hunter,74,195,37,PG,Jackson State,13,Pistons,37,83,61,73,37,77,28,68,57,68,15,12,25,53,38,51,2250000,2250000,0,0,0,0,0
Dale,Davis,83,252,38,C,Clemson,15,Pistons,46,57,5,56,11,36,61,16,68,45,74,74,60,45,81,49,3500000,0,0,0,0,0,0
Amir,Johnson,81,210,20,PF,Westchester HS (Los Angeles CA),1,Pistons,58,71,5,45,8,45,56,30,67,53,70,59,55,59,66,95,664209,0,0,0,0,0,0
Will,Blalock,72,205,24,PG,Iowa State,0,Pistons,53,45,6,58,20,70,26,57,47,57,7,18,25,50,39,69,412748,0,0,0,0,0,0
Ronald,Dupree,79,209,26,SF,Louisiana State,3,Pistons,43,45,5,63,13,57,40,48,51,61,26,30,39,61,55,62,771123,826046,0,0,0,0,0
Jermaine,O'Neal,83,260,29,PF,Eau Claire HS (SC),10,Pacers,90,69,5,33,41,52,77,22,73,44,80,45,77,80,86,56,18084000,0,0,0,0,0,0
Danny,Granger,81,228,24,SF,New Mexico,1,Pacers,50,72,78,53,30,59,45,30,47,48,44,33,39,67,57,67,1417800,1516800,0,0,0,0,0
Jamaal,Tinsley,75,185,29,PG,Iowa State,5,Pacers,51,64,63,53,83,82,31,66,65,76,22,21,33,65,42,55,5850000,6300000,6750000,7200000,7500000,0,0
Mike,Dunleavy,81,230,27,SG,Duke,4,Pacers,48,70,62,55,46,62,46,45,49,58,17,26,55,70,62,63,7438016,8219008,9000000,9780992,10561984,0,0
Troy,Murphy,83,245,27,C,Notre Dame,5,Pacers,60,66,75,62,33,42,60,21,52,49,53,44,63,43,79,61,8285714,9206349,10126984,11047619,11968253,0,0
Darrell,Armstrong,73,180,39,PG,Fayetteville State,12,Pacers,38,70,67,67,48,80,26,67,61,75,10,20,32,54,40,49,1178348,0,0,0,0,0,0
Jeff,Foster,83,250,30,C,Texas State,7,Pacers,48,56,5,56,21,33,63,31,53,58,52,97,74,42,86,48,5225000,5700000,0,0,0,0,0
Marquis,Daniels,78,200,26,SG,Auburn,3,Pacers,54,62,22,48,27,68,35,59,52,60,18,24,30,69,46,60,5880000,6370000,6860000,0,0,0,0
Ike,Diogu,80,255,24,PF,Arizona State,1,Pacers,58,72,5,36,17,49,54,21,53,41,56,65,61,72,78,77,2137200,2286360,0,0,0,0,0
Shawne,Williams,81,225,21,SF,Memphis,0,Pacers,40,47,55,54,19,57,40,21,42,44,31,42,40,57,58,99,1367760,1470360,0,0,0,0,0
Maceo,Baston,82,230,31,PF,Michigan,1,Pacers,54,71,7,43,14,44,52,25,57,52,58,40,46,58,64,41,744551,0,0,0,0,0,0
Rawle,Marshall,79,190,25,SG,Oakland University (MI),1,Pacers,41,61,16,50,15,63,34,59,51,58,22,16,25,71,42,64,664209,0,0,0,0,0,0
Keith,McLeod,74,190,28,PG,Bowling Green State,3,Pacers,38,80,40,61,38,77,28,60,51,61,12,9,25,59,38,60,1350000,0,0,0,0,0,0
David,Harrison,84,280,25,C,Colorado,2,Pacers,53,42,5,36,9,38,55,22,65,46,70,47,53,48,81,90,739080,1334039,0,0,0,0,0
Orien,Greene,76,208,25,PG,Louisiana-Lafayette,1,Pacers,45,52,9,42,25,70,32,58,64,74,20,20,32,60,44,68,664209,770610,0,0,0,0,0
Michael,Redd,78,215,28,SG,Ohio State,6,Bucks,72,75,80,49,39,83,35,57,47,56,9,17,31,84,48,60,13260000,14520000,15780000,17040000,0,0,0
Ruben,Patterson,77,223,32,SF,Cincinnati,8,Bucks,69,56,8,39,47,66,36,54,54,69,20,61,41,71,58,52,7828050,0,0,0,0,0,0
Maurice,Williams,73,185,25,PG,Alabama,3,Bucks,53,77,71,53,70,90,31,49,48,59,5,17,45,51,48,67,1920000,0,0,0,0,0,0
Charlie,Bell,75,200,28,SG,Michigan State,2,Bucks,49,70,72,71,46,68,24,57,48,59,5,16,26,57,44,55,744551,0,0,0,0,0,0
Andrew,Bogut,84,245,23,C,Utah,1,Bucks,69,50,5,49,46,41,59,22,34,46,31,54,68,42,82,97,4665960,4991520,0,0,0,0,0
Earl,Boykins,65,133,31,PG,Eastern Michigan,8,Bucks,46,82,81,68,63,100,14,55,42,53,5,19,18,58,28,49,2950000,0,0,0,0,0,0
Charlie,Villanueva,83,240,23,SF,Connecticut,1,Bucks,47,74,64,48,18,60,52,32,47,53,29,44,59,62,70,75,2537880,2715000,0,0,0,0,0
Ersan,Ilyasova,81,235,20,SF,Turkey,0,Bucks,38,71,69,52,22,59,45,30,49,55,34,42,51,63,66,87,664209,0,0,0,0,0,0
Brian,Skinner,81,265,31,PF,Baylor,8,Bucks,50,50,5,52,23,36,61,10,57,38,62,51,66,50,81,48,5400000,0,0,0,0,0,0
Dan,Gadzuric,83,240,29,C,UCLA,4,Bucks,54,39,5,47,17,40,56,27,63,50,67,75,66,49,81,50,5248750,5747500,6246250,6745000,7243750,0,0
David,Noel,78,230,23,SF,North Carolina,0,Bucks,36,78,42,58,28,54,42,41,49,58,28,39,43,58,60,82,412718,0,0,0,0,0,0
Lynn,Greer,74,175,28,PG,Temple,0,Bucks,39,76,55,77,29,80,25,64,51,62,8,9,26,52,36,62,664209,770610,0,0,0,0,0
Damir,Markota,82,225,22,PF,Croatia,0,Bucks,46,56,27,44,10,43,48,22,42,46,40,43,45,51,64,96,412718,687456,0,0,0,0,0
Jared,Reiner,83,255,25,C,Iowa,1,Bucks,46,45,5,54,12,35,56,21,58,44,62,53,56,43,78,82,330911,0,0,0,0,0,0
Julius,Hodge,79,210,24,PG,North Carolina State,1,FA,60,45,5,86,28,66,31,67,55,67,7,15,27,51,41,66,0,0,0,0,0,0,0
Chris,McCray,77,192,23,SG,Maryland,0,FA,44,45,5,28,6,57,25,43,39,42,10,10,17,57,37,85,0,0,0,0,0,0,0
Bobby,Simmons,78,228,27,SF,DePaul,5,Bucks,50,74,86,58,41,60,33,39,46,59,17,29,39,57,57,61,8640000,9280000,9920000,10560000,0,0,0
Chris,Bosh,82,230,23,PF,Georgia Tech,3,Raptors,92,70,33,45,41,55,81,33,53,38,57,51,77,75,81,99,4235220,12455000,13762775,15070550,0,0,0
T.J.,Ford,72,165,24,PG,Texas,2,Raptors,69,74,43,59,94,92,24,62,57,70,7,19,33,62,40,65,2929466,8000000,8000000,8500000,0,0,0
Anthony,Parker,78,215,32,SG,Bradley,3,Raptors,47,76,90,72,40,64,36,54,46,55,9,20,37,60,52,53,4150000,4350000,4550000,0,0,0,0
Andrea,Bargnani,84,250,22,SF,Italy,0,Raptors,45,74,77,42,20,59,52,22,49,47,54,27,50,67,66,99,4501200,4838880,0,0,0,0,0
Jose,Calderon,75,210,26,PG,Spain,1,Raptors,56,74,47,76,72,80,26,54,53,64,7,11,29,55,42,75,1866667,2471604,0,0,0,0,0
Morris,Peterson,79,220,30,SG,Michigan State,6,Raptors,40,60,74,58,21,66,43,43,48,56,17,18,51,66,59,45,4550000,0,0,0,0,0,0
Jorge,Garbajosa,81,245,30,SF,Spain,0,Raptors,41,65,68,67,33,53,54,65,51,64,19,23,57,53,70,49,3750000,4050000,4350000,0,0,0,0
Joey,Graham,79,225,25,SF,Oklahoma State,1,Raptors,44,76,19,56,19,59,41,27,42,51,17,34,55,61,66,84,1492440,1596600,0,0,0,0,0
Rasho,Nesterovic,84,255,31,C,Slovenia,8,Raptors,57,60,5,63,25,38,58,17,66,47,70,53,56,38,78,52,7280000,7840000,0,0,0,0,0
Juan,Dixon,75,164,29,SG,Maryland,4,Raptors,39,79,70,54,33,72,24,55,53,64,11,13,29,61,41,51,2700000,2900000,0,0,0,0,0
Kris,Humphries,81,235,22,PF,Minnesota,2,Raptors,52,59,5,49,15,44,53,28,54,48,55,72,60,58,73,79,1703520,2522913,0,0,0,0,0
Darrick,Martin,71,170,36,PG,UCLA,11,Raptors,41,63,42,83,28,81,22,49,43,52,7,11,22,52,35,50,1178348,0,0,0,0,0,0
Luke,Jackson,79,215,26,SF,Oregon,2,Raptors,43,45,28,61,16,58,38,42,47,56,24,24,34,58,53,79,173728,0,0,0,0,0,0
Uros,Slokar,82,238,24,SF,Slovenia,0,Raptors,45,61,8,35,7,58,45,28,46,49,37,38,36,67,58,74,412718,0,0,0,0,0,0
P.J.,Tucker,77,225,22,SG,Texas,0,FA,55,49,5,46,11,65,35,39,46,54,12,36,33,69,51,85,0,0,0,0,0,0,0
Pape,Sow,82,250,26,PF,Cal State-Fullerton,2,Raptors,47,45,5,63,13,42,51,32,43,40,37,36,34,49,61,63,744551,0,0,0,0,0,0
Dirk,Nowitzki,84,245,29,SF,Germany,8,Mavericks,72,82,79,54,47,70,78,37,43,42,44,35,82,84,84,53,15101626,16360095,18077904,19795714,0,0,0
Jason,Terry,74,180,30,PG,Arizona,7,Mavericks,49,72,90,75,64,90,27,53,45,53,12,12,27,53,38,52,7500000,8287500,9075000,9862500,10650000,11437500,0
Josh,Howard,79,210,27,SF,Wake Forest,3,Mavericks,67,75,79,54,35,69,60,55,55,58,46,42,57,70,65,60,1577353,9000000,9945000,10890000,0,0,0
Devin,Harris,75,185,24,PG,Wisconsin,2,Mavericks,57,74,29,59,62,80,25,53,61,71,20,17,30,67,40,73,3153120,3995003,0,0,0,0,0
Jerry,Stackhouse,78,218,33,SF,North Carolina,11,Mavericks,45,77,73,50,44,66,36,56,45,57,17,22,30,66,51,51,9296874,0,0,0,0,0,0
Erick,Dampier,83,265,32,C,Mississippi State,10,Mavericks,59,54,5,46,17,38,63,8,60,37,66,79,67,47,86,50,8625000,8587500,9550000,10112500,13075000,0,0
Devean,George,80,235,30,SG,Augsburg,7,Mavericks,37,67,67,53,17,59,43,45,55,61,29,31,45,65,58,47,2000000,2160000,0,0,0,0,0
Greg,Buckner,76,210,31,SG,Clemson,7,Mavericks,36,71,50,66,26,58,31,44,51,60,14,20,36,58,50,46,3240741,3500000,3759259,4018518,0,0,0
Austin,Croshere,82,235,32,PF,Providence,9,Mavericks,42,79,46,57,24,43,62,25,41,47,39,41,70,52,79,52,7300000,0,0,0,0,0,0
DeSagana,Diop,84,280,25,C,Oak Hill Academy HS (VA),5,Mavericks,46,48,5,51,14,30,57,24,72,51,77,77,67,44,89,74,1998000,2146000,0,0,0,0,0
Jose,Barea,72,175,23,PG,Northeastern,0,Mavericks,44,59,22,60,22,80,27,45,42,50,10,16,27,56,37,74,412718,0,0,0,0,0,0
Maurice,Ager,77,202,23,SG,Michigan State,0,Mavericks,47,53,24,46,11,65,33,40,46,52,20,13,29,71,45,79,906480,974400,0,0,0,0,0
Pops,Mensah-Bonsu,81,240,24,PF,George Washington,0,Mavericks,62,31,5,34,5,44,53,23,38,45,37,53,50,61,69,71,412718,0,0,0,0,0,0
Didier,Ilunga-Mbenga,84,255,27,C,Congo,2,Mavericks,46,45,5,55,14,37,53,26,66,50,70,45,47,47,74,72,1628959,1800000,1971041,0,0,0,0
Kevin,Willis,84,245,44,C,Michigan State,20,Mavericks,46,45,5,49,7,38,53,30,54,39,53,35,36,39,65,50,222756,0,0,0,0,0,0
Carmelo,Anthony,80,230,23,SF,Syracuse,3,Nuggets,95,73,51,26,49,76,39,41,45,56,19,46,41,81,59,96,4694040,12455000,13762775,15070550,16378325,0,0
Allen,Iverson,72,165,32,PG,Georgetown,10,Nuggets,85,72,64,43,71,100,25,76,58,70,9,7,25,77,35,50,18281250,20109375,21937500,0,0,0,0
J.R.,Smith,78,220,22,SG,St. Benedict's Prep (Newark NJ),2,Nuggets,47,73,86,51,29,74,31,45,51,59,15,17,32,67,49,99,1067400,1641661,0,0,0,0,0
Marcus,Camby,83,235,33,C,Massachusetts,10,Nuggets,62,65,5,60,48,40,97,48,85,62,91,50,100,49,91,49,7800000,8000000,8000000,7650000,0,0,0
Nenê,Hilario,83,268,25,PF,Brazil,4,Nuggets,76,61,5,40,26,47,60,34,57,59,57,62,64,72,80,73,10000000,11050000,12100000,13150000,14200000,0,0
Linas,Kleiza,80,245,22,SF,Missouri,1,Nuggets,39,77,75,48,18,59,41,21,42,48,25,39,50,61,66,75,945360,1011360,0,0,0,0,0
Eduardo,Najera,80,235,31,SF,Oklahoma,6,Nuggets,49,64,5,61,24,54,40,46,56,67,32,57,44,60,62,52,4571430,0,0,0,0,0,0
Steve,Blake,75,172,27,PG,Maryland,3,Nuggets,39,59,64,76,74,65,24,53,43,52,7,8,27,44,37,74,1330000,0,0,0,0,0,0
Reggie,Evans,80,245,27,PF,Iowa,4,Nuggets,57,42,5,36,21,43,65,35,45,59,42,87,88,62,89,62,4000000,4320000,4640000,4960000,5080000,0,0
Yakhouba,Diawara,79,225,25,SG,Pepperdine,0,Nuggets,36,58,58,63,24,57,31,35,47,54,15,19,30,61,49,78,412718,687456,0,0,0,0,0
DerMarr,Johnson,81,210,27,SF,Cincinnati,5,Nuggets,39,68,41,47,15,57,49,46,54,59,43,26,43,61,57,60,798112,0,0,0,0,0,0
Jamal,Sampson,83,235,24,PF,California,4,Nuggets,59,35,5,46,10,40,61,21,56,45,58,52,58,56,72,74,798112,0,0,0,0,0,0
Kenyon,Martin,81,240,30,PF,Cincinnati,6,Nuggets,73,63,11,56,28,49,59,27,56,53,56,46,62,58,75,54,11818182,13000000,14181818,15363636,0,0,0
Anthony,Carter,74,195,32,PG,Hawaii,7,Nuggets,54,45,5,49,35,70,26,35,41,43,11,8,18,48,35,50,133195,0,0,0,0,0,0
Von,Wafer,77,210,22,SG,Florida State,1,Nuggets,47,45,11,86,14,64,26,46,50,59,12,24,24,66,44,95,88561,0,0,0,0,0,0
Tracy,McGrady,80,223,28,SG,Mount Zion Christian Acad. HS (NC),9,Rockets,79,63,69,43,73,81,52,63,55,61,28,18,52,91,60,61,16901500,19014187,21126874,23239561,0,0,0
Yao,Ming,90,310,27,C,China,4,Rockets,90,78,5,22,31,47,73,8,65,35,73,49,77,67,100,62,12000000,13260000,14520000,15780000,17040000,0,0
Rafer,Alston,74,175,31,PG,Fresno State,7,Rockets,46,65,80,72,63,79,28,70,55,67,7,8,34,49,41,50,4200000,4550000,4900000,5250000,0,0,0
Luther,Head,75,185,25,SG,Illinois,1,Rockets,40,71,93,52,46,69,32,61,48,59,5,11,41,55,50,69,1048800,1122000,0,0,0,0,0
Shane,Battier,80,220,29,SF,Duke,5,Rockets,41,70,87,76,38,51,49,46,48,51,40,18,37,54,56,58,5393300,5883600,6373900,6864200,7354500,0,0
Juwan,Howard,81,253,34,SF,Michigan,12,Rockets,52,74,5,54,40,55,46,16,28,36,8,52,64,57,74,50,6392100,6883800,0,0,0,0,0
Chuck,Hayes,78,238,24,PF,Kentucky,1,Rockets,57,54,5,56,19,41,44,46,36,63,29,80,67,46,78,79,664209,0,0,0,0,0,0
Dikembe,Mutombo,86,260,41,C,Georgetown,15,Rockets,49,61,5,54,11,33,73,13,67,42,73,84,85,44,94,49,2210000,0,0,0,0,0,0
Bonzi,Wells,77,210,31,SG,Ball State,8,Rockets,63,48,5,32,23,67,45,52,57,64,32,29,52,78,59,51,2115000,0,0,0,0,0,0
Kirk,Snyder,78,225,24,SG,Nevada-Reno,2,Rockets,49,57,30,58,27,64,44,36,49,51,31,23,42,77,55,93,1537440,2358432,0,0,0,0,0
John,Lucas III,71,165,25,PG,Oklahoma State,1,Rockets,39,71,41,72,25,83,21,57,53,64,6,14,25,49,35,63,700000,770610,0,0,0,0,0
Vassilis,Spanoulis,76,195,25,PG,Greece,0,Rockets,38,73,19,45,27,73,24,41,47,56,9,13,24,60,38,62,1800000,1944000,0,0,0,0,0
Steve,Novak,82,220,23,SF,Marquette,0,Rockets,39,45,40,63,10,54,42,37,43,53,20,24,38,55,56,99,600000,687456,0,0,0,0,0
Jake,Tsakalidis,86,290,28,C,Greece,6,Rockets,46,59,5,44,8,35,60,13,59,45,62,68,59,47,86,61,2900000,0,0,0,0,0,0
Bob,Sura,77,200,34,SG,N/A,10,Rockets,40,67,71,53,57,64,37,48,49,59,10,30,50,66,57,50,3800000,3840000,0,0,0,0,0
Kevin,Garnett,83,253,31,PF,Farragut Academy HS (IL),11,Timberwolves,93,76,28,49,50,53,96,49,62,55,64,44,98,74,93,50,21000000,22000000,0,0,0,0,0
Ricky,Davis,79,226,28,PG,Iowa,8,Timberwolves,50,76,81,57,57,79,38,47,44,51,15,14,35,60,46,58,6363000,6817500,0,0,0,0,0
Mark,Blount,84,250,32,C,Pittsburgh,6,Timberwolves,68,67,19,42,23,43,57,17,45,40,46,39,54,41,76,48,6125000,6737500,7350000,7962500,0,0,0
Randy,Foye,76,213,24,PG,Villanova,0,Timberwolves,43,77,70,51,47,81,33,39,48,55,20,20,35,63,45,92,2448240,2631840,0,0,0,0,0
Mike,James,74,195,32,PG,Duquesne,5,Timberwolves,42,76,74,65,63,81,24,37,43,52,7,10,27,55,39,46,5215000,5632200,6049400,0,0,0,0
Craig,Smith,79,272,24,SF,Boston College,0,Timberwolves,56,54,5,51,21,58,47,40,48,58,25,69,66,65,78,70,412748,687456,0,0,0,0,0
Trenton,Hassell,77,233,28,SF,Austin Peay,5,Timberwolves,41,70,12,73,47,46,38,28,29,32,23,30,29,52,53,59,4350000,4350000,4350000,0,0,0,0
Marko,Jaric,79,224,29,SG,Serbia,4,Timberwolves,35,68,56,56,39,54,33,54,61,71,20,26,34,64,50,55,5525000,6050000,6575000,7100000,7625000,0,0
Troy,Hudson,73,178,31,PG,Southern Illinois,9,Timberwolves,39,73,66,57,39,80,27,58,47,56,9,13,30,52,39,48,5603000,5953000,6303000,6653000,0,0,0
Rashad,McCants,76,226,23,SG,North Carolina,1,Timberwolves,41,61,51,46,27,65,30,50,58,68,22,20,28,71,48,94,1653720,1769160,0,0,0,0,0
Justin,Reed,81,238,25,SF,Mississippi,2,Timberwolves,39,79,5,47,18,56,39,25,42,49,25,30,36,61,58,82,1300000,1436500,1573000,0,0,0,0
Bracey,Wright,75,201,23,SG,Indiana,1,Timberwolves,43,64,27,69,16,67,35,65,52,61,15,21,29,66,46,93,664209,0,0,0,0,0,0
Mark,Madsen,81,250,31,C,Stanford,6,Timberwolves,48,44,5,51,10,35,45,20,56,45,59,51,46,44,72,50,2210000,2420000,2630000,2840000,0,0,0
Tim,Duncan,83,260,31,PF,Wake Forest,9,Spurs,90,56,5,37,49,53,94,38,72,49,78,57,86,80,91,51,17429671,19014187,20598703,22183218,0,0,0
Tony,Parker,74,180,25,PG,France,5,Spurs,87,70,38,57,70,96,28,60,47,58,5,11,35,63,42,71,9450000,10500000,11550000,12600000,13500000,0,0
Manu,Ginobili,78,205,30,SG,Argentina,4,Spurs,57,78,82,46,58,80,45,68,67,77,26,23,53,89,59,51,8250000,9075000,9900000,10725000,0,0,0
Michael,Finley,79,225,34,SG,Wisconsin,11,Spurs,37,84,74,73,32,65,46,44,40,46,18,16,40,63,55,51,2889000,0,0,0,0,0,0
Brent,Barry,79,210,36,SG,Oregon State,11,Spurs,35,80,91,68,37,65,37,61,51,60,16,11,35,64,50,50,5117880,5554370,0,0,0,0,0
Bruce,Bowen,79,200,36,SF,Cal State Fullerton,10,Spurs,36,51,77,70,33,44,36,44,41,50,20,7,33,49,50,51,3750000,0,0,0,0,0,0
Francisco,Elson,84,235,31,C,California,3,Spurs,53,70,5,45,21,38,60,25,64,48,68,51,69,43,81,49,3000000,3000000,0,0,0,0,0
Fabricio,Oberto,82,245,32,C,Argentina,1,Spurs,54,57,5,53,24,38,53,22,53,43,56,68,64,39,80,49,2500000,0,0,0,0,0,0
Beno,Udrih,75,200,25,PG,Slovenia,2,Spurs,39,80,49,64,38,77,29,55,48,58,7,12,30,51,42,70,967920,1747095,0,0,0,0,0
Matt,Bonner,82,240,27,SF,Florida,2,Spurs,39,63,65,55,17,58,50,34,49,54,34,61,53,59,67,56,2000000,0,0,0,0,0,0
Robert,Horry,82,240,37,PF,Alabama,14,Spurs,41,51,64,63,30,40,59,43,58,61,57,49,54,51,71,49,3315000,3630000,0,0,0,0,0
Jacque,Vaughn,73,190,32,PG,Kansas,9,Spurs,41,67,8,78,46,74,26,48,50,59,8,11,31,55,41,52,1071225,0,0,0,0,0,0
James,White,79,200,25,SG,Cincinnati,0,Spurs,47,72,17,57,11,64,37,53,46,53,16,17,35,67,49,87,412718,427163,0,0,0,0,0
Jackie,Butler,82,260,22,C,Coastal Christian Academy (VA),2,Spurs,52,45,5,44,11,40,55,14,53,43,56,49,52,46,76,99,2200000,2376000,2552000,0,0,0,0
Melvin,Ely,82,261,29,PF,Fresno State,4,Spurs,48,58,5,42,18,41,50,25,51,47,52,43,50,59,72,50,3308615,0,0,0,0,0,0
Carlos,Boozer,81,266,26,PF,Duke,4,Jazz,92,61,5,42,46,54,70,32,24,52,16,67,92,60,94,73,11593816,11593816,11593817,0,0,0,0
Mehmet,Okur,83,263,28,C,Turkey,4,Jazz,76,68,79,57,38,48,54,13,30,36,29,44,58,53,81,63,8250000,8500000,8500000,0,0,0,0
Deron,Williams,75,205,23,PG,Illinois,1,Jazz,54,69,66,60,91,84,27,36,43,51,9,11,31,58,42,99,3749040,4010640,0,0,0,0,0
Matt,Harpring,79,225,31,SF,Georgia Tech,8,Jazz,52,69,32,48,28,63,37,29,42,53,16,45,48,69,62,52,6500000,6000000,6000000,6500000,0,0,0
Derek,Fisher,83,211,33,PG,Arkansas-Little Rock,10,Jazz,42,77,55,71,55,67,22,44,50,61,5,10,21,62,38,52,5880000,6370000,6860000,7350000,0,0,0
Andrei,Kirilenko,81,227,26,SF,Russia,5,Jazz,42,65,32,50,49,51,60,48,66,61,78,34,48,81,62,64,12338437,13709375,15080312,16451250,17822187,0,0
Paul,Millsap,80,258,22,PF,Louisiana Tech,0,Jazz,61,59,5,45,22,45,52,49,64,65,64,79,60,63,77,96,625000,687456,0,0,0,0,0
Gordan,Giricek,78,222,30,SG,Croatia,4,Jazz,38,74,77,52,26,66,32,35,45,52,13,17,35,64,51,50,4225433,4000000,0,0,0,0,0
Ronnie,Brewer,79,218,22,SG,Arkansas,0,Jazz,53,59,5,57,18,65,35,72,60,72,19,34,27,72,46,99,1595400,1715040,0,0,0,0,0
Jarron,Collins,83,248,29,C,Stanford,5,Jazz,46,57,5,61,25,37,48,19,52,41,55,60,50,46,74,51,2653698,2350000,2074302,0,0,0,0
C.J.,Miles,78,215,20,SG,Skyline HS (Dallas TX),1,Jazz,46,53,24,47,21,62,29,37,49,56,19,21,28,66,47,99,664209,0,0,0,0,0,0
Dee,Brown,72,181,23,PG,Illinois,0,Jazz,41,57,21,67,38,73,28,56,57,66,20,12,25,59,37,99,412718,0,0,0,0,0,0
Rafael,Araujo,83,270,27,C,Brigham Young,2,Jazz,49,54,5,49,10,38,58,15,55,45,58,54,54,47,80,61,2395200,0,0,0,0,0,0
Roger,Powell,78,225,24,PF,Illinois,0,FA,42,45,5,29,5,41,42,16,37,36,31,39,30,48,55,80,0,0,0,0,0,0,0
Mike,Miller,80,218,27,SF,Florida,7,Grizzlies,65,71,89,52,51,65,44,42,34,44,13,15,48,56,61,63,7500000,8250000,9000000,9750000,0,0,0
Pau,Gasol,84,260,27,C,Spain,5,Grizzlies,90,67,7,43,48,49,86,28,66,36,74,51,75,65,89,71,12338437,13709375,15080312,16451250,17822187,0,0
Hakim,Warrick,81,219,25,SF,Syracuse,1,Grizzlies,66,69,5,37,27,65,44,21,39,44,28,48,55,80,65,74,1286280,1376040,0,0,0,0,0
Chucky,Atkins,71,185,33,PG,South Florida,7,Grizzlies,44,73,78,68,70,91,21,46,40,49,5,7,24,71,37,52,3000000,0,0,0,0,0,0
Rudy,Gay,81,220,21,SG,Connecticut,0,Grizzlies,43,65,65,43,33,63,53,44,59,59,58,35,49,80,58,82,2242920,2411160,0,0,0,0,0
Dahntay,Jones,78,210,27,SG,Duke,3,Grizzlies,47,71,10,49,25,64,30,29,46,51,25,22,27,72,46,53,1886112,0,0,0,0,0,0
Damon,Stoudamire,70,174,34,PG,Arizona,11,Grizzlies,39,72,67,68,64,79,23,59,47,58,5,16,29,48,38,51,4050000,4350000,4650000,0,0,0,0
Stromile,Swift,81,230,28,C,Louisiana State,6,Grizzlies,60,64,5,40,13,44,56,31,69,52,73,62,61,53,76,66,5400000,5800000,0,0,0,0,0
Tarence,Kinsey,78,189,23,SG,South Carolina,0,Grizzlies,48,72,32,52,20,68,31,75,59,72,11,22,31,67,45,89,412748,0,0,0,0,0,0
Lawrence,Roberts,81,240,25,PF,Mississippi State,1,Grizzlies,56,65,5,55,16,43,54,33,47,58,44,67,60,59,75,74,664209,0,0,0,0,0,0
Alexander,Johnson,81,240,24,PF,Florida State,0,Grizzlies,55,58,5,43,14,44,50,35,60,56,61,50,62,64,76,79,412748,687456,0,0,0,0,0
Junior,Harrington,76,190,27,PG,Wingate,2,Grizzlies,52,59,30,49,45,73,28,46,54,64,15,17,37,57,44,76,330911,0,0,0,0,0,0
Brian,Cardinal,80,245,30,SF,Purdue,6,Grizzlies,38,85,56,51,24,58,41,54,57,74,20,32,50,59,66,54,5400000,5850000,6300000,6750000,0,0,0
Kyle,Lowry,72,175,21,PG,Villanova,0,Grizzlies,39,81,20,69,27,78,26,65,60,72,10,26,31,58,40,99,1011720,1087680,0,0,0,0,0
